scenario,scenario_label,horizon,design,metric,dose,is_kstar,mean,se,lo,hi
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,3 + 3,Allocated,6,False,0.027,0.004870813980109358,0.018,0.037
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,CRM,Recommended,1,False,0.022,0.005077073238852555,0.013,0.032
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,CRM,Recommended,2,False,0.261,0.023785649710111614,0.214975,0.307025
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,CRM,Recommended,3,True,3.075,0.1034871183271602,2.86385,3.278
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,CRM,Recommended,4,False,89.583,0.2711469445550538,89.04895,90.1271
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,CRM,Recommended,5,False,7.05,0.2867311140472249,6.4946,7.59705
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,CRM,Recommended,6,False,0.009,0.0036090754252890663,0.003,0.017
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,CRM,Allocated,1,False,0.022,0.004968074150086803,0.012,0.032
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,CRM,Allocated,2,False,0.261,0.023498422220371455,0.218,0.308
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,CRM,Allocated,3,True,3.075,0.09754309412362931,2.891825,3.267025
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,CRM,Allocated,4,False,89.583,0.26103579135507127,89.066975,90.06
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,CRM,Allocated,5,False,7.05,0.2757617210669492,6.552775,7.607125
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,CRM,Allocated,6,False,0.009,0.0037714855300137527,0.003,0.017
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,UCB,Recommended,1,False,1.033,0.011173545727481693,1.013,1.056025
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,UCB,Recommended,2,False,3.04,0.21384641729566134,2.617,3.482125
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,UCB,Recommended,3,True,48.786,1.061774743420074,46.84795,50.8072
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,UCB,Recommended,4,False,43.52,1.0561727244745172,41.5328,45.473
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,UCB,Recommended,5,False,2.355,0.1135270494946776,2.14195,2.582175
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,UCB,Recommended,6,False,1.266,0.03585611495937587,1.198,1.337
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,UCB,Allocated,1,False,8.874,0.02543699116482758,8.819975,8.922
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,UCB,Allocated,2,False,12.565,0.05031906206406289,12.465,12.664
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,UCB,Allocated,3,True,19.608,0.06955976320155685,19.475975,19.7481
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,UCB,Allocated,4,False,19.569,0.06545107154788808,19.436,19.696025000000002
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,UCB,Allocated,5,False,19.655,0.07133933602764232,19.510975,19.79805
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,UCB,Allocated,6,False,19.729,0.06980751788706976,19.589975,19.870050000000003
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA,Recommended,1,False,2.356,0.07630108711476453,2.20295,2.495075
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA,Recommended,2,False,4.081,0.16955471539450773,3.759775,4.439
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA,Recommended,3,True,48.311,0.9972114855666006,46.350725,50.3331
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA,Recommended,4,False,45.252,0.9955220041947026,43.294875000000005,47.262125
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA,Recommended,5,False,0.0,0.0,0.0,0.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA,Recommended,6,False,0.0,0.0,0.0,0.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA,Allocated,1,False,4.343,0.03670321376801903,4.268975,4.415
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA,Allocated,2,False,9.655,0.11839634828104406,9.422925,9.895025
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA,Allocated,3,True,42.426,0.3892838063236972,41.609,43.1494
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA,Allocated,4,False,41.576,0.375853765655151,40.885850000000005,42.393100000000004
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA,Allocated,5,False,1.0,0.0,1.0,1.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA,Allocated,6,False,1.0,0.0,1.0,1.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau,Recommended,1,False,4.064,0.15928597528320557,3.758975,4.385075
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau,Recommended,2,False,5.454,0.25841241638307727,4.941975,5.966025
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau,Recommended,3,True,85.722,0.4329694553895233,84.861825,86.51025
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau,Recommended,4,False,4.76,0.29274092219320225,4.196925,5.385199999999999
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau,Recommended,5,False,0.0,0.0,0.0,0.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau,Recommended,6,False,0.0,0.0,0.0,0.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau,Allocated,1,False,2.745,0.053120824287401364,2.646975,2.855
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau,Allocated,2,False,6.427,0.15341916330977257,6.134975,6.747075
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau,Allocated,3,True,24.995,0.5968746314769126,23.917,26.262150000000002
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau,Allocated,4,False,63.833,0.7213177797020635,62.369924999999995,65.09245
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau,Allocated,5,False,1.0,0.0,1.0,1.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau,Allocated,6,False,1.0,0.0,1.0,1.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (ours),Recommended,1,False,10.508,0.31560375039480015,9.928,11.126
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (ours),Recommended,2,False,24.797,0.754181638237404,23.384575,26.237199999999998
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (ours),Recommended,3,True,56.893,0.8518067600879505,55.308975,58.6343
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (ours),Recommended,4,False,7.778,0.532774234238733,6.703925,8.8211
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (ours),Recommended,5,False,0.024,0.00965087785869469,0.008,0.044024999999999974
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (ours),Recommended,6,False,0.0,0.0,0.0,0.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (ours),Allocated,1,False,4.313,0.1076851785608478,4.1148,4.536074999999999
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (ours),Allocated,2,False,14.862,0.49014686013837055,13.94195,15.7981
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (ours),Allocated,3,True,47.55,0.586252730633449,46.518724999999996,48.794275
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (ours),Allocated,4,False,31.221,0.6157605672468615,29.975725,32.400025
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (ours),Allocated,5,False,1.054,0.01517939122356092,1.027,1.085025
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (ours),Allocated,6,False,1.0,0.0,1.0,1.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (fixed),Recommended,1,False,64.68,0.9620623731592715,62.655975,66.51129999999999
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (fixed),Recommended,2,False,2.784,0.32099338393108295,2.18365,3.459075
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (fixed),Recommended,3,True,27.628,0.9445303111455302,25.97255,29.5622
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (fixed),Recommended,4,False,4.908,0.2595775308275171,4.390875,5.4171
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (fixed),Recommended,5,False,0.0,0.0,0.0,0.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (fixed),Recommended,6,False,0.0,0.0,0.0,0.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (fixed),Allocated,1,False,2.078,0.05105895467841908,1.976,2.177
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (fixed),Allocated,2,False,8.779,0.14452101778143078,8.513974999999999,9.085075000000002
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (fixed),Allocated,3,True,43.516,0.3998476799960179,42.734899999999996,44.293124999999996
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (fixed),Allocated,4,False,43.627,0.44928178288400655,42.763775,44.526050000000005
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (fixed),Allocated,5,False,1.0,0.0,1.0,1.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",100,SEEDA Plateau (fixed),Allocated,6,False,1.0,0.0,1.0,1.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,3 + 3,Recommended,1,False,9.981000000000058,0.9327386947201569,8.296991666666571,11.772033333333415
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,3 + 3,Recommended,2,False,31.491999999999738,1.5103351751830343,28.53161666666646,34.35304999999983
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,3 + 3,Recommended,3,True,29.616333333333294,1.3793356551301814,26.964616666666636,32.28232499999998
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,3 + 3,Recommended,4,False,26.640666666666636,1.3692569021363508,23.98466666666664,29.305891666666618
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,3 + 3,Recommended,5,False,2.262666666666669,0.44735708491201914,1.4752999999999965,3.147458333333349
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,3 + 3,Recommended,6,False,0.0073333333333333315,0.001519866256577309,0.004666666666666667,0.010333333333333333
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,3 + 3,Allocated,1,False,9.981000000000058,0.9122790902819976,8.287524999999896,11.769025000000088
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,3 + 3,Allocated,2,False,31.491999999999738,1.4279483760413731,28.730308333333124,34.451008333333085
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,3 + 3,Allocated,3,True,29.616333333333294,1.4191417917861409,26.758591666666643,32.36800833333334
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,3 + 3,Allocated,4,False,26.640666666666636,1.3979223286971085,24.092191666666626,29.392674999999958
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,3 + 3,Allocated,5,False,2.262666666666669,0.4568686041849863,1.3895499999999965,3.2423833333333376
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,3 + 3,Allocated,6,False,0.0073333333333333315,0.0015526333198090704,0.004333333333333334,0.010666666666666668
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,CRM,Recommended,1,False,0.005333333333333334,0.0015564303274651099,0.002666666666666667,0.008666666666666665
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,CRM,Recommended,2,False,0.08833333333333333,0.007955778393991272,0.07266666666666668,0.10399999999999991
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,CRM,Recommended,3,True,1.163666666666667,0.04230864367552978,1.0796583333333358,1.2480499999999999
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,CRM,Recommended,4,False,96.32566666666673,0.09472995714957073,96.1363166666666,96.50734166666673
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,CRM,Recommended,5,False,2.414999999999997,0.0974018575300022,2.2279749999999976,2.619033333333336
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,CRM,Recommended,6,False,0.002,0.0009558250312579601,0.0003333333333333334,0.004000000000000001
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,CRM,Allocated,1,False,0.005333333333333334,0.001578131049285782,0.002666666666666667,0.008666666666666666
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,CRM,Allocated,2,False,0.08833333333333333,0.008371488433747827,0.07300000000000002,0.10466666666666656
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,CRM,Allocated,3,True,1.163666666666667,0.04500918428625982,1.0743250000000015,1.2510083333333313
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,CRM,Allocated,4,False,96.32566666666673,0.10106167850748875,96.11955000000007,96.51006666666677
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,CRM,Allocated,5,False,2.414999999999997,0.10648108347716936,2.2096499999999977,2.6312583333333355
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,CRM,Allocated,6,False,0.002,0.0009183287325322727,0.0003333333333333334,0.003674999999999994
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,UCB,Recommended,1,False,0.35166666666666413,0.00553233826293566,0.342324999999998,0.36333333333333034
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,UCB,Recommended,2,False,1.1693333333333364,0.0809229849262719,1.0166250000000139,1.324691666666666
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,UCB,Recommended,3,True,47.75000000000003,1.1081642202878783,45.60176666666665,49.93589166666671
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,UCB,Recommended,4,False,49.54433333333331,1.1050919482366661,47.348158333333394,51.686766666666735
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,UCB,Recommended,5,False,0.7773333333333385,0.03665767304237739,0.7109916666666692,0.8533750000000062
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,UCB,Recommended,6,False,0.4073333333333286,0.010537428954185813,0.3879999999999964,0.4296666666666616
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,UCB,Allocated,1,False,6.352000000000002,0.01613779640835016,6.320991666666664,6.382333333333326
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,UCB,Allocated,2,False,10.532000000000002,0.03613253254828421,10.461650000000002,10.607008333333326
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,UCB,Allocated,3,True,20.665000000000003,0.06640443754828278,20.536325000000016,20.796999999999965
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,UCB,Allocated,4,False,20.82233333333333,0.06844733812035615,20.692666666666696,20.958033333333372
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,UCB,Allocated,5,False,20.829333333333306,0.06985117198655053,20.69693333333334,20.966366666666705
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,UCB,Allocated,6,False,20.79933333333335,0.06655798100112517,20.67464166666666,20.933008333333323
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA,Recommended,1,False,0.7810000000000047,0.024862768358988423,0.7323166666666698,0.8273500000000048
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA,Recommended,2,False,1.3603333333333323,0.05369472652764996,1.2489833333333331,1.465016666666667
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA,Recommended,3,True,48.189666666666604,1.066679099244361,46.01970000000002,50.27781666666663
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA,Recommended,4,False,49.668999999999954,1.064847663132835,47.64029999999996,51.811450000000015
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA,Recommended,5,False,0.0,0.0,0.0,0.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA,Recommended,6,False,0.0,0.0,0.0,0.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA,Allocated,1,False,2.120333333333336,0.014197070023130707,2.093000000000004,2.1480166666666705
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA,Allocated,2,False,5.606000000000009,0.06267390337158266,5.490300000000005,5.73174166666666
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA,Allocated,3,True,45.74166666666666,0.38971424087141243,44.99223333333333,46.52100833333329
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA,Allocated,4,False,45.865333333333304,0.39143574254898716,45.08250833333331,46.60204166666668
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA,Allocated,5,False,0.3333333333333318,7.220060593319288e-16,0.3333333333333318,0.3333333333333318
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA,Allocated,6,False,0.3333333333333318,7.220060593319288e-16,0.3333333333333318,0.3333333333333318
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau,Recommended,1,False,1.2913333333333286,0.05176551200482679,1.1966500000000004,1.3950416666666623
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau,Recommended,2,False,1.6533333333333233,0.09693964153643281,1.475916666666662,1.8633583333333232
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau,Recommended,3,True,94.47433333333306,0.309253388418553,93.85254166666644,95.01527499999959
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau,Recommended,4,False,2.580999999999999,0.29357254229639457,2.0752749999999986,3.183350000000004
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau,Recommended,5,False,0.0,0.0,0.0,0.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau,Recommended,6,False,0.0,0.0,0.0,0.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau,Allocated,1,False,1.1436666666666664,0.028329283659244687,1.0853250000000016,1.1973499999999986
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau,Allocated,2,False,3.2656666666666707,0.0919104464183889,3.086633333333336,3.4536833333333354
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau,Allocated,3,True,23.33199999999997,0.7175396897002079,21.922700000000034,24.693050000000003
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau,Allocated,4,False,71.59200000000011,0.804573257367476,70.02690833333338,73.15971666666684
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau,Allocated,5,False,0.3333333333333318,7.220060593319288e-16,0.3333333333333318,0.3333333333333318
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau,Allocated,6,False,0.3333333333333318,7.220060593319288e-16,0.3333333333333318,0.3333333333333318
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau (ours),Recommended,1,False,3.4279999999999995,0.10725232737985231,3.2326333333333346,3.649058333333329
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau (ours),Recommended,2,False,10.39700000000001,0.5115456347110704,9.375624999999989,11.408583333333354
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau (ours),Recommended,3,True,77.54366666666668,0.730160435559958,76.18784166666674,79.09775000000003
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau (ours),Recommended,4,False,8.627666666666661,0.5931753528048652,7.466791666666664,9.776616666666664
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau (ours),Recommended,5,False,0.003666666666666667,0.0022628659325942325,0.0003333333333333334,0.009
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau (ours),Recommended,6,False,0.0,0.0,0.0,0.0
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau (ours),Allocated,1,False,1.4719999999999982,0.039247180209240416,1.3979916666666634,1.5460166666666666
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau (ours),Allocated,2,False,7.702666666666667,0.4038902850103854,6.957591666666672,8.54374166666667
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau (ours),Allocated,3,True,52.85700000000002,0.6763864928338906,51.52696666666666,54.2571833333333
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau (ours),Allocated,4,False,37.27666666666665,0.7015970358354178,35.88746666666659,38.64642499999999
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau (ours),Allocated,5,False,0.3583333333333308,0.00718455441593176,0.3456499999999976,0.37299999999999695
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau (ours),Allocated,6,False,0.3333333333333318,7.220060593319288e-16,0.3333333333333318,0.3333333333333318
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau (fixed),Recommended,1,False,44.58766666666666,1.0032126230256502,42.589716666666675,46.46635000000006
Off-family logistic toxicity (misspecified),"Off-family logistic toxicity (misspecified) (k*=3, MTD=4)",300,SEEDA Plateau (fixed),Recommended,2,False,0.8126666666666759,0.1269289203313565,0.5906333333333329,1.080691666666681
